id,query,ground_truth_short,ground_truth_full,relevant_id,difficulty,answer_type,,,,,,,,,,
74,بلتیت قلعے کی بحالی اور عالمی ورثے کی حیثیت حاصل کرنے کا عمل کیسے ممکن ہوا؟,"1945 میں ترک ہوا، ہیریٹیج ٹرسٹ کو عطیہ ہوا، آغا خان ٹرسٹ نے بحالی کی اور 2004 میں یونیسکو فہرست میں شامل ہوا","قلعہ 1945 میں ترک کر کے قلعہ بلتیت ہیریٹیج ٹرسٹ کو عطیہ کیا گیا، آغا خان ٹرسٹ فار کلچر نے اس کی تزئین و آرائش کی اور 2004 میں یہ یونیسکو کے عالمی ثقافتی ورثے کی فہرست میں شامل ہو گیا۔","34,35",hard,multi-source,,,,,,,,,,
75,اسکردو کس ڈویژن میں واقع ہے؟,بلتستان ڈویژن میں,ضلع اسکردو بلتستان ڈویژن میں واقع ہے۔,36,easy,factual,,,,,,,,,,
76,اسکردو کن دو دریاؤں کے سنگم کے قریب واقع ہے؟,دریائے سندھ اور دریائے شیوک,اسکردو دریائے سندھ اور دریائے شیوک کے سنگم کے قریب واقع ہے۔,36,medium,list-recall,,,,,,,,,,
77,وادی اسکردو کون سی بلند چوٹیوں تک رسائی فراہم کرتی ہے؟,گاشربرم K2 اور K3,"وادی اسکردو گاشربرم، K2 اور K3 جیسی بلند ترین چوٹیوں تک رسائی فراہم کرتی ہے۔",36,medium,list-recall,,,,,,,,,,
78,اسکردو کس چیز کے لیے مشہور ہے؟,مہمان نوازی اور ثقافتی روایات,اسکردو اپنی مہمان نوازی اور ثقافتی روایات کے لیے مشہور ہے۔,36,medium,list-recall,,,,,,,,,,
79,اسکردو کے لوگوں کی مادری زبان کیا ہے؟,بلتی,اسکردو کے لوگوں کی مادری زبان بلتی ہے۔,37,easy,factual,,,,,,,,,,
80,اسکردو میں بلتی کے علاوہ کون سی زبانیں بولی جاتی ہیں؟,اردو اور انگریزی,اسکردو میں بلتی کے علاوہ اردو اور انگریزی بھی وسیع پیمانے پر بولی اور سمجھی جاتی ہیں۔,37,medium,list-recall,,,,,,,,,,
81,اسکردو کے نمایاں سیاحتی مقامات کون سے ہیں؟,کھرپوچو قلعہ سدپارہ جھیل کچورا جھیل اور شنگریلا جھیل,"اسکردو کے نمایاں سیاحتی مقامات میں کھرپوچو قلعہ، مانتھل  چٹان، سدپارہ جھیل، کچورا جھیل اور شنگریلا جھیل شامل ہیں۔",38,medium,list-recall,,,,,,,,,,
82,مانتھل چٹان کو اور کس نام سے جانا جاتا ہے؟,بدھا چٹان,مانتھل چٹان کو بدھا چٹان بھی کہا جاتا ہے۔,38,easy,factual,,,,,,,,,,
83,کٹپانا کے ریتلے ٹیلے کیوں مشہور ہیں؟,سرد صحرا کے نام سے مشہور ہیں,کٹپانا کے ریتلے ٹیلے سرد صحرا کے نام سے مشہور ہیں اور اس خطے کے قدرتی حسن کو بڑھاتے ہیں۔,38,easy,factual,,,,,,,,,,
84,دیوسائی کی سطح سمندر سے اوسط بلندی کتنی ہے؟,اوسطاً 4114 میٹر,دیوسائی سطح سمندر سے اوسطاً 4114 میٹر کی بلندی پر واقع ہے۔,39,easy,factual,,,,,,,,,,
85,دیوسائی  کو بلتی زبان میں  کیا کہا جاتا ہے؟,"بلتی زبان میں اسے ""گھبیارسا"" کہا جاتا ہے، یعنی ""گرمیوں کی جگہ""","بلتی زبان میں اسے ""گھبیارسا"" کہا جاتا ہے، یعنی ""گرمیوں کی جگہ""، کیونکہ یہ صرف گرمیوں میں قابل رسائی ہوتا ہے۔",39,easy,factual,,,,,,,,,,
86,دیوسائی میں کون سے نمایاں جانور پائے جاتے ہیں؟,ہمالیائی مارموٹ اور براؤن بیئر,دیوسائی میں ہمالیائی مارموٹ اور براؤن بیئر نمایاں جانور ہیں۔,40,medium,list-recall,,,,,,,,,,
87,دیوسائی میں شیوسر جھیل کو اور کیا کہتے ہیں؟,بلائنڈ لیک,شیوسر جھیل کو بلائنڈ لیک بھی کہا جاتا ہے۔,40,easy,factual,,,,,,,,,,
88,دیوسائی میں موسم بہار کا منظر کیسا ہوتا ہے؟,رنگ برنگے جنگلی پھول اور نازک تتلیاں,موسم بہار میں رنگ برنگے جنگلی پھول اور نازک تتلیاں شیوسر جھیل کے اردگرد غیر معمولی خوبصورتی پیدا کرتی ہیں۔,41,medium,list-recall,,,,,,,,,,
89,دیوسائی نیشنل پارک کن دو اضلاع کے درمیان واقع ہے؟,اسکردو اور استور,دیوسائی نیشنل پارک اسکردو اور استور کے اضلاع کے درمیان واقع ہے۔,42,easy,factual,,,,,,,,,,
90,دیوسائی کے راستے اسکردو اور استور کے درمیان فاصلہ کتنا ہے؟,تقریباً 152 کلومیٹر,دیوسائی کے راستے سے اسکردو اور استور کے درمیان فاصلہ تقریباً 152 کلومیٹر ہے۔,42,easy,factual,,,,,,,,,,
91,دیوسائی میں کون سی سیاحتی سرگرمیاں دستیاب ہیں؟,ٹریکنگ کوہ پیمائی کیمپنگ اور ماہی گیری,"دیوسائی میں مہم جو سیاحوں کے لیے ٹریکنگ، کوہ پیمائی، کیمپنگ اور ماہی گیری جیسی سرگرمیاں دستیاب ہیں۔",43,medium,list-recall,,,,,,,,,,
92,اسکردو کی جغرافیائی اہمیت اور سیاحتی مقامات میں کیا تعلق ہے؟,اہم پہاڑی راستوں پر واقع ہے اور K2 تک رسائی کے ساتھ متعدد جھیلیں اور قلعے بھی ہیں,"اسکردو دنیا کی بلند ترین چوٹیوں جیسے K2 تک جانے والے راستوں پر واقع ہے اور یہاں کھرپوچو قلعہ، سدپارہ جھیل، کچورا جھیل اور شنگریلا جھیل جیسے سیاحتی مقامات بھی موجود ہیں۔","36,38",hard,multi-source,,,,,,,,,,
93,اسکردو اور دیوسائی کا آپس میں کیا جغرافیائی تعلق ہے اور دونوں سیاحت کے لیے کیوں اہم ہیں؟,اسکردو K2 تک رسائی دیتا ہے اور دیوسائی اسکردو کے ضلع میں واقع بلند ترین سطح مرتفع ہے,"اسکردو دنیا کی بلند ترین چوٹیوں جیسے K2 اور K3 تک رسائی فراہم کرنے والا اہم مرکز ہے، جبکہ دیوسائی سطح سمندر سے تقریباً 4,114 میٹر کی بلندی پر واقع دنیا کے بلند ترین سطح مرتفع میں شمار ہوتا ہے۔ یہ دونوں مقامات اپنی قدرتی خوبصورتی اور سیاحتی اہمیت کی وجہ سے قابل ذکر ہیں۔","36,39",hard,multi-source,,,,,,,,,,
94,ضلع دیامر میں کتنے سے زائد قدیم نوشتہ جات اور نقوش موجود ہیں؟,35 ہزار سے زائد,ضلع دیامر میں 35 ہزار سے زائد قدیم نوشتہ جات اور نقوش موجود ہیں۔,45,easy,factual,,,,,,,,,,
95,دیامر بھاشا ڈیم کس لحاظ سے اہم ہے؟,ملک کا سب سے بڑا آبی بجلی منصوبہ,دیامر بھاشا ڈیم ملک کا سب سے بڑا آبی بجلی منصوبہ ہے جو خطے کی معاشی اور توانائی کی اہمیت میں اضافہ کرتا ہے۔,46,easy,factual,,,,,,,,,,
96,دیامر میں کون کون سے تاریخی آثار پائے جاتے ہیں؟,قدیم نوشتہ جات چٹانوں پر نقوش اور پتھروں پر کندہ تصاویر,دیامر میں قدیم نوشتہ جات چٹانوں پر نقوش اور پتھروں پر کندہ تصاویر پائی جاتی ہیں۔,45,medium,list-recall,,,,,,,,,,
97,ضلع دیامر کی تاریخی اور ثقافتی اہمیت کن عوامل سے ظاہر ہوتی ہے؟,قدیم نوشتہ جات اور مقامی زبان شینا,ضلع دیامر کی تاریخی اہمیت قدیم نوشتہ جات اور چٹانوں پر نقوش سے ظاہر ہوتی ہے جبکہ اس کی ثقافتی شناخت مقامی زبان شینا سے نمایاں ہوتی ہے۔,"45,47",hard,multi-source,,,,,,,,,,
98,جھیل گانچھے سے کون سی چوٹیاں نظر آتی ہیں اور ضلع گانچھے میں مہم جو سیاحوں کے لیے کیا سرگرمیاں موجود ہیں؟,"K2، براڈ پیک اور گاشر برم کی چوٹیاں؛ گونڈوغورو پاس، ٹریکنگ، کیمپنگ اور ٹراؤٹ مچھلی کا شکار۔","جھیل گانچھے سے K2، براڈ پیک، گاشر برم 4، گاشر برم 3، گاشر برم 2، K6، K7، ہرنامی کا اور چوغو لنگسا چوٹی سمیت دنیا کی بلند ترین چوٹیوں کا نظارہ کیا جا سکتا ہے۔ ضلع گانچھے میں گونڈوغورو پاس دنیا کے مشہور اور دشوار گزار ٹریکس میں شمار ہوتا ہے، جبکہ ٹریکنگ، کیمپنگ اور ٹراؤٹ مچھلی کا شکار مقبول سرگرمیاں ہیں۔","94,88",hard,multi-source,,,,,,,,,,
99,وادی ہنزہ کے قدرتی مناظر اور روایتی ثقافت میں کیا امتزاج پایا جاتا ہے؟,7000 میٹر چوٹیاں؛ روایتی لباس موسیقی اور مقامی پھل,"وادی ہنزہ لیڈی فنگر اور الٹر جیسی 7000 میٹر بلند چوٹیوں کے دلکش مناظر پیش کرتی ہے۔ ثقافتی طور پر یہاں روایتی لباس، موسیقی اور رقص کے علاوہ سیب، خوبانی اور چیری جیسے مقامی پھل بھی مشہور ہیں۔","11,12",hard,multi-source,,,,,,,,,,
100,وادی ہنزہ کے تاریخی دور میں پڑوسی طاقتوں کے ساتھ کیسے تعلقات رہے؟,ساکا حملے کا راستہ؛ چین کو سالانہ سونے کا خراج,"وادی ہنزہ تاریخی طور پر ساکا حملہ آوروں کے راستے کے طور پر استعمال ہوئی، جنہوں نے قراقرم کے راستے ٹیکسلا پر حملہ کیا۔ بعد میں جب کاشغریہ چین کے زیرِ کنٹرول آیا تو میرِ ہنزہ نے چینی حکومت کو ہر سال سونے کی دھول بطور خراج دینا شروع کیا۔","4,9",hard,multi-source,,,,,,,,,,
101,اسکردو کی جغرافیائی اہمیت اور ثقافتی شناخت کی نمایاں خصوصیات کیا ہیں؟,دریاؤں کے سنگم پر K2 تک رسائی؛ بلتی زبان اور اردو انگریزی,"اسکردو دریائے سندھ اور دریائے شیوک کے سنگم کے قریب واقع ہے اور K2 جیسی بلند ترین چوٹیوں تک رسائی فراہم کرتا ہے۔ ثقافتی اعتبار سے یہاں کی مادری زبان بلتی ہے، جبکہ اردو اور انگریزی بھی وسیع پیمانے پر سمجھی جاتی ہیں۔","36,37",hard,multi-source,,,,,,,,,,
102,ضلع دیامر کی اہمیت تاریخ ثقافت اور معیشت کے لحاظ سے کیوں نمایاں ہے؟,قدیم آثار شینا زبان اور دیامر بھاشا ڈیم کی وجہ سے,ضلع دیامر اپنی تاریخی اہمیت قدیم آثار ثقافتی شناخت شینا زبان اور معاشی اہمیت دیامر بھاشا ڈیم کی وجہ سے نمایاں حیثیت رکھتا ہے۔,"45,46,47",hard,multi-source,,,,,,,,,,
103,ضلع دیامر کی مقامی زبان کون سی ہے؟,شینا,ضلع دیامر کی مقامی زبان شینا ہے جبکہ اردو اور انگریزی بھی عام طور پر بولی جاتی ہیں۔,47,easy,factual,,,,,,,,,,
104,ضلع دیامر میں کون کون سی زبانیں بولی جاتی ہیں؟,شینا اردو اور انگریزی,ضلع دیامر میں شینا مقامی زبان ہے جبکہ اردو اور انگریزی بھی وسیع پیمانے پر بولی جاتی ہیں۔,47,medium,list-recall,,,,,,,,,,
105,ضلع دیامر کی اہم وادیوں میں کون کون سی شامل ہیں؟,تانگیر داریل چلاس بونر داس گونر فارم اور رائیکوٹ,ضلع دیامر کی اہم وادیوں میں تانگیر داریل چلاس بونر داس گونر فارم اور رائیکوٹ شامل ہیں۔,48,medium,list-recall,,,,,,,,,,
106,فیری میڈوز کی سیاحتی حیثیت کیا ہے؟,ملکی اور غیر ملکی سیاحوں دونوں میں بہت مقبول,فیری میڈوز ضلع دیامر کا ایک خوبصورت سیاحتی مقام ہے جو ملکی اور غیر ملکی سیاحوں دونوں میں بہت مقبول ہے۔,50,medium,list-recall,,,,,,,,,,
107,ضلع دیامر میں آثار قدیمہ کا مرکز کون سا علاقہ ہے؟,چلاس,چلاس ضلع دیامر میں آثار قدیمہ اور تاریخی مقامات کا اہم مرکز سمجھا جاتا ہے۔,49,easy,factual,,,,,,,,,,
108,",فیری میڈوز کس لیے مشہور ہے؟",خوبصورت سیاحتی مقام ہونے کی وجہ سے,فیری میڈوز ضلع دیامر کا ایک خوبصورت سیاحتی مقام ہے جو ملکی اور غیر ملکی سیاحوں میں بہت مقبول ہے۔,50,easy,factual,,,,,,,,,,
109,داریل وادی گلگت شہر سے کتنے فاصلے پر واقع ہے؟ ,226 کلومیٹر,داریل وادی  گلگت شہر  سے تقریباً 226 کلومیٹر کے فاصلے پر واقع ہے۔,52,easy,factual,,,,,,,,,,
110,ضلع دیامر کی کون سی وادیاں تاریخی اور سیاحتی اہمیت رکھتی ہیں؟,چلاس اور فیری میڈوز,چلاس آثار قدیمہ کی وجہ سے تاریخی اہمیت رکھتا ہے جبکہ فیری میڈوز قدرتی خوبصورتی کی وجہ سے اہم سیاحتی مقام سمجھا جاتا ہے۔,"49,50",hard,multi-source,,,,,,,,,,
